order_id,cust_id,item_id,channel,original_price,discounted_price,actual_amount,coupon_discount,is_coupon_used,coupon_id,is_discounted,discount_rate,grass_date,coupon_type
65,1001813,90007,淘宝,112,112,112.0,0.0,N,,False,0.0,2025/11/21,nan
66,1002795,90025,淘宝,324,226,180.8,0.8,Y,CP00000124,True,0.3,2025/11/21,discount
67,1002797,90053,淘宝,115,80,80.0,0.0,N,,True,0.3,2025/11/21,nan
68,1001461,90171,淘宝,467,467,396.95,0.85,Y,CP00000122,False,0.0,2025/11/21,discount
69,1000272,90014,拼多多,447,447,447.0,0.0,N,,False,0.0,2025/11/21,nan
70,1001790,90043,拼多多,493,493,493.0,0.0,N,,False,0.0,2025/11/21,nan
71,1000579,90066,淘宝,195,156,156.0,0.0,N,,True,0.2,2025/11/22,nan
72,1001800,90188,淘宝,156,156,136.0,20.0,Y,CP00000159,False,0.0,2025/11/22,cash
73,1002250,90172,淘宝,105,105,105.0,0.0,N,,False,0.0,2025/11/22,nan
74,1002368,90055,拼多多,431,344,344.0,0.0,N,,True,0.2,2025/11/22,nan
75,1001546,90076,拼多多,179,179,179.0,0.0,N,,False,0.0,2025/11/22,nan
76,1002463,90167,淘宝,145,130,130.0,0.0,N,,True,0.1,2025/11/22,nan
77,1001366,90071,拼多多,449,449,449.0,0.0,N,,False,0.0,2025/11/22,nan
78,1000345,90164,拼多多,103,103,87.55,0.85,Y,CP00000152,False,0.0,2025/11/22,discount
79,1002501,90035,拼多多,465,465,422.0,43.0,Y,CP00000160,False,0.0,2025/11/22,cash
80,1002657,90014,拼多多,447,357,357.0,0.0,N,,True,0.2,2025/11/22,nan
81,1000854,90171,拼多多,467,467,467.0,0.0,N,,False,0.0,2025/11/22,nan
82,1000007,90116,拼多多,183,164,164.0,0.0,N,,True,0.1,2025/11/22,nan
83,1001205,90062,淘宝,230,230,230.0,0.0,N,,False,0.0,2025/11/22,nan
84,1002633,90003,拼多多,330,330,330.0,0.0,N,,False,0.0,2025/11/22,nan
85,1002064,90115,拼多多,362,362,362.0,0.0,N,,False,0.0,2025/11/22,nan
86,1001511,90193,淘宝,262,262,262.0,0.0,N,,False,0.0,2025/11/22,nan
87,1000604,90193,淘宝,262,262,262.0,0.0,N,,False,0.0,2025/11/22,nan
88,1002901,90047,淘宝,171,171,171.0,0.0,N,,False,0.0,2025/11/22,nan
89,1002006,90061,淘宝,389,350,327.0,23.0,Y,CP00000138,True,0.1,2025/11/22,cash
90,1001883,90144,拼多多,375,375,375.0,0.0,N,,False,0.0,2025/11/22,nan
91,1001435,90198,拼多多,225,225,225.0,0.0,N,,False,0.0,2025/11/22,nan
92,1002148,90139,淘宝,317,317,317.0,0.0,N,,False,0.0,2025/11/22,nan
93,1001856,90105,拼多多,66,66,66.0,0.0,N,,False,0.0,2025/11/23,nan
94,1002047,90066,拼多多,195,195,156.0,0.8,Y,CP00000243,False,0.0,2025/11/23,discount
95,1002640,90007,淘宝,112,78,62.4,0.8,Y,CP00000203,True,0.3,2025/11/23,discount
96,1002924,90190,拼多多,478,382,354.0,28.0,Y,CP00000245,True,0.2,2025/11/23,cash
97,1000150,90187,拼多多,492,492,492.0,0.0,N,,False,0.0,2025/11/23,nan
98,1000230,90066,淘宝,195,195,158.0,37.0,Y,CP00000180,False,0.0,2025/11/23,cash
99,1001044,90114,淘宝,388,271,271.0,0.0,N,,True,0.3,2025/11/23,nan
100,1001355,90146,拼多多,170,170,170.0,0.0,N,,False,0.0,2025/11/23,nan
101,1000873,90075,淘宝,82,82,82.0,0.0,N,,False,0.0,2025/11/23,nan
102,1001392,90124,淘宝,325,325,325.0,0.0,N,,False,0.0,2025/11/23,nan
103,1002174,90149,拼多多,71,71,71.0,0.0,N,,False,0.0,2025/11/23,nan
104,1001461,90162,拼多多,131,131,109.0,22.0,Y,CP00000213,False,0.0,2025/11/23,cash
105,1002891,90006,淘宝,306,214,214.0,0.0,N,,True,0.3,2025/11/23,nan
106,1002393,90026,拼多多,78,78,78.0,0.0,N,,False,0.0,2025/11/23,nan
107,1001925,90009,淘宝,462,369,369.0,0.0,N,,True,0.2,2025/11/23,nan
108,1000895,90073,淘宝,419,293,293.0,0.0,N,,True,0.3,2025/11/23,nan
109,1000250,90157,拼多多,243,194,194.0,0.0,N,,True,0.2,2025/11/23,nan
110,1000516,90131,淘宝,403,322,322.0,0.0,N,,True,0.2,2025/11/23,nan
111,1001894,90160,拼多多,201,201,171.0,30.0,Y,CP00000248,False,0.0,2025/11/23,cash
112,1000904,90196,淘宝,377,377,377.0,0.0,N,,False,0.0,2025/11/23,nan
113,1002606,90097,拼多多,468,374,299.2,0.8,Y,CP00000196,True,0.2,2025/11/23,discount
114,1002742,90091,拼多多,99,89,89.0,0.0,N,,True,0.1,2025/11/23,nan
115,1000519,90193,拼多多,262,262,262.0,0.0,N,,False,0.0,2025/11/23,nan
116,1000698,90097,拼多多,468,374,374.0,0.0,N,,True,0.2,2025/11/23,nan
117,1002256,90004,淘宝,486,486,486.0,0.0,N,,False,0.0,2025/11/23,nan
118,1001411,90198,淘宝,225,225,202.5,0.9,Y,CP00000181,False,0.0,2025/11/23,discount
119,1001836,90076,拼多多,179,179,179.0,0.0,N,,False,0.0,2025/11/23,nan
120,1000093,90079,拼多多,444,444,444.0,0.0,N,,False,0.0,2025/11/23,nan
121,1001279,90187,淘宝,492,492,492.0,0.0,N,,False,0.0,2025/11/23,nan
122,1002905,90155,淘宝,428,428,428.0,0.0,N,,False,0.0,2025/11/23,nan
123,1000669,90144,拼多多,375,375,375.0,0.0,N,,False,0.0,2025/11/23,nan
124,1001043,90189,淘宝,221,176,176.0,0.0,N,,True,0.2,2025/11/23,nan
125,1000172,90031,淘宝,356,356,356.0,0.0,N,,False,0.0,2025/11/23,nan
126,1002978,90177,拼多多,474,474,433.0,41.0,Y,CP00000178,False,0.0,2025/11/23,cash
127,1000625,90068,淘宝,228,228,228.0,0.0,N,,False,0.0,2025/11/23,nan
128,1001357,90158,拼多多,82,82,73.8,0.9,Y,CP00000238,False,0.0,2025/11/23,discount
129,1001402,90080,淘宝,296,296,296.0,0.0,N,,False,0.0,2025/11/23,nan
130,1001384,90069,拼多多,402,402,321.6,0.8,Y,CP00000241,False,0.0,2025/11/23,discount
131,1001190,90152,淘宝,448,448,448.0,0.0,N,,False,0.0,2025/11/23,nan
132,1001682,90187,拼多多,492,492,444.0,48.0,Y,CP00000199,False,0.0,2025/11/23,cash
133,1002135,90183,拼多多,257,257,210.0,47.0,Y,CP00000167,False,0.0,2025/11/23,cash
134,1002473,90183,淘宝,257,231,231.0,0.0,N,,True,0.1,2025/11/23,nan
135,1002976,90104,拼多多,81,81,81.0,0.0,N,,False,0.0,2025/11/23,nan
136,1002869,90133,淘宝,402,402,402.0,0.0,N,,False,0.0,2025/11/23,nan
137,1002802,90157,淘宝,243,243,243.0,0.0,N,,False,0.0,2025/11/23,nan
138,1000914,90019,拼多多,58,58,14.0,44.0,Y,CP00000212,False,0.0,2025/11/23,cash
139,1002371,90146,拼多多,170,136,136.0,0.0,N,,True,0.2,2025/11/23,nan
140,1000907,90076,淘宝,179,143,143.0,0.0,N,,True,0.2,2025/11/24,nan
141,1002846,90102,拼多多,471,471,471.0,0.0,N,,False,0.0,2025/11/24,nan
142,1002226,90145,淘宝,321,321,272.85,0.85,Y,CP00000256,False,0.0,2025/11/24,discount
143,1001396,90111,淘宝,105,105,105.0,0.0,N,,False,0.0,2025/11/24,nan
144,1000284,90185,拼多多,439,439,439.0,0.0,N,,False,0.0,2025/11/24,nan
145,1002897,90008,淘宝,232,232,232.0,0.0,N,,False,0.0,2025/11/24,nan
146,1000827,90075,拼多多,82,57,57.0,0.0,N,,True,0.3,2025/11/24,nan
147,1002768,90092,拼多多,111,111,95.0,16.0,Y,CP00000263,False,0.0,2025/11/24,cash
148,1002492,90116,拼多多,183,128,128.0,0.0,N,,True,0.3,2025/11/24,nan
149,1001975,90153,拼多多,83,83,83.0,0.0,N,,False,0.0,2025/11/24,nan
150,1001537,90010,淘宝,461,461,461.0,0.0,N,,False,0.0,2025/11/24,nan
151,1002890,90114,拼多多,388,388,388.0,0.0,N,,False,0.0,2025/11/24,nan
152,1001015,90058,拼多多,104,104,104.0,0.0,N,,False,0.0,2025/11/24,nan
153,1001367,90053,拼多多,115,115,106.0,9.0,Y,CP00000295,False,0.0,2025/11/24,cash
154,1000660,90164,拼多多,103,82,82.0,0.0,N,,True,0.2,2025/11/24,nan
155,1002520,90110,淘宝,441,441,391.0,50.0,Y,CP00000251,False,0.0,2025/11/24,cash
156,1001165,90063,拼多多,190,152,152.0,0.0,N,,True,0.2,2025/11/24,nan
157,1001709,90125,淘宝,119,107,96.0,11.0,Y,CP00000289,True,0.1,2025/11/24,cash
158,1000289,90062,淘宝,230,230,230.0,0.0,N,,False,0.0,2025/11/24,nan
159,1001280,90019,淘宝,58,40,40.0,0.0,N,,True,0.3,2025/11/24,nan
160,1000536,90113,拼多多,218,218,177.0,41.0,Y,CP00000279,False,0.0,2025/11/24,cash
161,1002962,90045,淘宝,258,206,164.8,0.8,Y,CP00000254,True,0.2,2025/11/24,discount
162,1001780,90071,淘宝,449,449,449.0,0.0,N,,False,0.0,2025/11/24,nan
163,1000687,90119,拼多多,427,341,289.85,0.85,Y,CP00000286,True,0.2,2025/11/24,discount
164,1000090,90195,淘宝,89,89,89.0,0.0,N,,False,0.0,2025/11/24,nan
165,1001111,90094,拼多多,97,97,97.0,0.0,N,,False,0.0,2025/11/24,nan
166,1000244,90054,拼多多,177,177,177.0,0.0,N,,False,0.0,2025/11/24,nan
167,1002094,90073,拼多多,419,419,419.0,0.0,N,,False,0.0,2025/11/24,nan
168,1001451,90068,淘宝,228,228,228.0,0.0,N,,False,0.0,2025/11/24,nan
169,1000577,90002,拼多多,441,352,352.0,0.0,N,,True,0.2,2025/11/24,nan
170,1002581,90145,淘宝,321,321,321.0,0.0,N,,False,0.0,2025/11/25,nan
171,1001330,90128,淘宝,86,86,86.0,0.0,N,,False,0.0,2025/11/25,nan
172,1000220,90004,拼多多,486,486,456.0,30.0,Y,CP00000359,False,0.0,2025/11/25,cash
173,1000998,90105,淘宝,66,66,59.4,0.9,Y,CP00000303,False,0.0,2025/11/25,discount
174,1000040,90016,淘宝,166,149,149.0,0.0,N,,True,0.1,2025/11/25,nan
175,1002995,90025,拼多多,324,324,324.0,0.0,N,,False,0.0,2025/11/25,nan
176,1000735,90099,淘宝,50,50,42.5,0.85,Y,CP00000347,False,0.0,2025/11/25,discount
177,1001838,90182,淘宝,373,373,373.0,0.0,N,,False,0.0,2025/11/25,nan
178,1001946,90024,淘宝,465,465,465.0,0.0,N,,False,0.0,2025/11/25,nan
179,1000560,90082,淘宝,371,259,259.0,0.0,N,,True,0.3,2025/11/25,nan
180,1002801,90001,拼多多,268,187,187.0,0.0,N,,True,0.3,2025/11/25,nan
181,1000325,90109,淘宝,400,400,400.0,0.0,N,,False,0.0,2025/11/25,nan
182,1001860,90059,淘宝,420,420,420.0,0.0,N,,False,0.0,2025/11/25,nan
183,1002358,90118,淘宝,497,497,497.0,0.0,N,,False,0.0,2025/11/25,nan
184,1000838,90165,拼多多,497,497,497.0,0.0,N,,False,0.0,2025/11/25,nan
185,1000306,90179,淘宝,96,67,24.0,43.0,Y,CP00000357,True,0.3,2025/11/25,cash
186,1001643,90050,淘宝,197,197,197.0,0.0,N,,False,0.0,2025/11/25,nan
187,1000649,90015,拼多多,367,367,367.0,0.0,N,,False,0.0,2025/11/25,nan
188,1001466,90012,拼多多,295,236,199.0,37.0,Y,CP00000358,True,0.2,2025/11/25,cash
189,1000191,90034,淘宝,191,191,152.8,0.8,Y,CP00000354,False,0.0,2025/11/25,discount
190,1001352,90085,淘宝,438,350,350.0,0.0,N,,True,0.2,2025/11/25,nan
191,1001444,90019,淘宝,58,58,52.2,0.9,Y,CP00000349,False,0.0,2025/11/25,discount
192,1000811,90081,淘宝,441,441,397.0,44.0,Y,CP00000343,False,0.0,2025/11/25,cash
193,1000647,90124,拼多多,325,325,292.5,0.9,Y,CP00000367,False,0.0,2025/11/25,discount
194,1001739,90191,拼多多,243,243,243.0,0.0,N,,False,0.0,2025/11/25,nan
195,1001817,90173,拼多多,141,141,141.0,0.0,N,,False,0.0,2025/11/25,nan
196,1002529,90033,拼多多,345,276,220.8,0.8,Y,CP00000313,True,0.2,2025/11/25,discount
197,1002484,90029,拼多多,61,61,61.0,0.0,N,,False,0.0,2025/11/25,nan
198,1000597,90190,淘宝,478,478,444.0,34.0,Y,CP00000335,False,0.0,2025/11/25,cash
199,1001139,90167,拼多多,145,145,145.0,0.0,N,,False,0.0,2025/11/25,nan
200,1002682,90069,淘宝,402,361,361.0,0.0,N,,True,0.1,2025/11/25,nan
201,1002596,90058,淘宝,104,104,104.0,0.0,N,,False,0.0,2025/11/25,nan
202,1001251,90150,淘宝,258,206,206.0,0.0,N,,True,0.2,2025/11/25,nan
203,1002768,90040,拼多多,294,235,235.0,0.0,N,,True,0.2,2025/11/25,nan
204,1002880,90141,淘宝,210,189,189.0,0.0,N,,True,0.1,2025/11/25,nan
205,1002094,90155,拼多多,428,428,428.0,0.0,N,,False,0.0,2025/11/25,nan
206,1001008,90086,拼多多,270,216,216.0,0.0,N,,True,0.2,2025/11/25,nan
207,1001031,90007,淘宝,112,112,112.0,0.0,N,,False,0.0,2025/11/26,nan
208,1001422,90029,淘宝,61,61,61.0,0.0,N,,False,0.0,2025/11/26,nan
209,1001120,90185,淘宝,439,439,439.0,0.0,N,,False,0.0,2025/11/26,nan
210,1000357,90175,拼多多,198,158,115.0,43.0,Y,CP00000382,True,0.2,2025/11/26,cash
211,1002081,90052,拼多多,108,108,64.0,44.0,Y,CP00000400,False,0.0,2025/11/26,cash
212,1000855,90034,淘宝,191,152,152.0,0.0,N,,True,0.2,2025/11/26,nan
213,1000817,90031,拼多多,356,320,320.0,0.0,N,,True,0.1,2025/11/26,nan
214,1002033,90008,拼多多,232,162,162.0,0.0,N,,True,0.3,2025/11/26,nan
215,1002295,90121,淘宝,315,315,252.0,0.8,Y,CP00000424,False,0.0,2025/11/26,discount
216,1002134,90159,淘宝,83,83,70.55,0.85,Y,CP00000431,False,0.0,2025/11/26,discount
217,1000443,90168,拼多多,328,262,262.0,0.0,N,,True,0.2,2025/11/26,nan
218,1001247,90196,拼多多,377,377,377.0,0.0,N,,False,0.0,2025/11/26,nan
219,1002665,90025,拼多多,324,324,324.0,0.0,N,,False,0.0,2025/11/26,nan
220,1002013,90076,淘宝,179,179,143.2,0.8,Y,CP00000402,False,0.0,2025/11/26,discount
221,1002902,90179,拼多多,96,96,96.0,0.0,N,,False,0.0,2025/11/26,nan
222,1001260,90078,淘宝,51,40,40.0,0.0,N,,True,0.2,2025/11/26,nan
223,1000593,90052,淘宝,108,108,108.0,0.0,N,,False,0.0,2025/11/26,nan
224,1001434,90180,淘宝,288,288,288.0,0.0,N,,False,0.0,2025/11/26,nan
225,1000097,90110,拼多多,441,441,391.0,50.0,Y,CP00000422,False,0.0,2025/11/26,cash
226,1001876,90189,拼多多,221,154,130.9,0.85,Y,CP00000440,True,0.3,2025/11/26,discount
227,1001264,90090,拼多多,119,119,119.0,0.0,N,,False,0.0,2025/11/26,nan
228,1000911,90070,淘宝,132,132,132.0,0.0,N,,False,0.0,2025/11/26,nan
229,1002156,90004,淘宝,486,486,486.0,0.0,N,,False,0.0,2025/11/26,nan
230,1000545,90185,淘宝,439,439,416.0,23.0,Y,CP00000434,False,0.0,2025/11/26,cash
231,1000188,90153,拼多多,83,83,83.0,0.0,N,,False,0.0,2025/11/26,nan
232,1000820,90171,淘宝,467,420,376.0,44.0,Y,CP00000417,True,0.1,2025/11/26,cash
233,1002437,90054,淘宝,177,141,141.0,0.0,N,,True,0.2,2025/11/26,nan
234,1001457,90158,拼多多,82,82,82.0,0.0,N,,False,0.0,2025/11/26,nan
235,1002758,90146,拼多多,170,153,153.0,0.0,N,,True,0.1,2025/11/26,nan
236,1000244,90131,淘宝,403,403,362.7,0.9,Y,CP00000290,False,0.0,2025/11/26,discount
237,1002664,90006,拼多多,306,306,306.0,0.0,N,,False,0.0,2025/11/26,nan
238,1002913,90074,淘宝,491,491,392.8,0.8,Y,CP00000398,False,0.0,2025/11/26,discount
239,1000228,90156,淘宝,292,204,204.0,0.0,N,,True,0.3,2025/11/26,nan
240,1001816,90140,淘宝,472,330,330.0,0.0,N,,True,0.3,2025/11/26,nan
241,1002083,90097,拼多多,468,468,468.0,0.0,N,,False,0.0,2025/11/26,nan
242,1001753,90036,淘宝,332,332,332.0,0.0,N,,False,0.0,2025/11/26,nan
243,1001832,90028,淘宝,236,236,236.0,0.0,N,,False,0.0,2025/11/26,nan
244,1001829,90189,拼多多,221,176,140.8,0.8,Y,CP00000414,True,0.2,2025/11/26,discount
245,1001364,90162,拼多多,131,91,91.0,0.0,N,,True,0.3,2025/11/26,nan
246,1001369,90073,拼多多,419,377,320.45,0.85,Y,CP00000261,True,0.1,2025/11/26,discount
247,1001201,90025,拼多多,324,324,285.0,39.0,Y,CP00000070,False,0.0,2025/11/27,cash
248,1000747,90072,拼多多,332,332,332.0,0.0,N,,False,0.0,2025/11/27,nan
249,1000534,90161,拼多多,392,274,241.0,33.0,Y,CP00000513,True,0.3,2025/11/27,cash
250,1002430,90163,淘宝,419,419,419.0,0.0,N,,False,0.0,2025/11/27,nan
251,1001570,90085,拼多多,438,350,350.0,0.0,N,,True,0.2,2025/11/27,nan
252,1001672,90058,拼多多,104,104,104.0,0.0,N,,False,0.0,2025/11/27,nan
253,1001348,90055,淘宝,431,431,431.0,0.0,N,,False,0.0,2025/11/27,nan
254,1000427,90067,淘宝,452,361,361.0,0.0,N,,True,0.2,2025/11/27,nan
255,1001248,90090,拼多多,119,119,119.0,0.0,N,,False,0.0,2025/11/27,nan
256,1001048,90193,拼多多,262,262,262.0,0.0,N,,False,0.0,2025/11/27,nan
257,1002812,90053,淘宝,115,115,82.0,33.0,Y,CP00000515,False,0.0,2025/11/27,cash
258,1001066,90012,拼多多,295,236,202.0,34.0,Y,CP00000460,True,0.2,2025/11/27,cash
259,1002085,90032,拼多多,185,185,185.0,0.0,N,,False,0.0,2025/11/27,nan
260,1001544,90056,淘宝,161,161,161.0,0.0,N,,False,0.0,2025/11/27,nan
261,1001388,90001,淘宝,268,268,268.0,0.0,N,,False,0.0,2025/11/27,nan
262,1001883,90182,拼多多,373,373,317.05,0.85,Y,CP00000512,False,0.0,2025/11/27,discount
263,1001110,90142,淘宝,289,289,257.0,32.0,Y,CP00000470,False,0.0,2025/11/27,cash
264,1000811,90029,淘宝,61,42,42.0,0.0,N,,True,0.3,2025/11/27,nan
265,1000097,90048,拼多多,248,248,230.0,18.0,Y,CP00000498,False,0.0,2025/11/27,cash
266,1001651,90021,淘宝,118,118,118.0,0.0,N,,False,0.0,2025/11/27,nan
267,1000636,90178,淘宝,112,100,100.0,0.0,N,,True,0.1,2025/11/27,nan
268,1000096,90177,拼多多,474,474,474.0,0.0,N,,False,0.0,2025/11/27,nan
269,1001566,90018,拼多多,68,61,61.0,0.0,N,,True,0.1,2025/11/27,nan
270,1002163,90114,淘宝,388,271,230.35,0.85,Y,CP00000509,True,0.3,2025/11/27,discount
271,1000265,90047,拼多多,171,171,171.0,0.0,N,,False,0.0,2025/11/27,nan
272,1001268,90055,淘宝,431,344,313.0,31.0,Y,CP00000477,True,0.2,2025/11/27,cash
273,1002769,90053,淘宝,115,115,115.0,0.0,N,,False,0.0,2025/11/27,nan
274,1002770,90057,拼多多,383,306,306.0,0.0,N,,True,0.2,2025/11/27,nan
275,1002282,90119,淘宝,427,427,395.0,32.0,Y,CP00000514,False,0.0,2025/11/27,cash
276,1002605,90055,淘宝,431,431,431.0,0.0,N,,False,0.0,2025/11/27,nan
277,1001224,90082,淘宝,371,371,371.0,0.0,N,,False,0.0,2025/11/27,nan
278,1002319,90191,拼多多,243,243,243.0,0.0,N,,False,0.0,2025/11/27,nan
279,1002517,90109,拼多多,400,400,400.0,0.0,N,,False,0.0,2025/11/27,nan
280,1002566,90080,拼多多,296,296,236.8,0.8,Y,CP00000500,False,0.0,2025/11/27,discount
281,1000506,90060,淘宝,260,182,182.0,0.0,N,,True,0.3,2025/11/27,nan
282,1002407,90083,淘宝,232,232,221.0,11.0,Y,CP00000501,False,0.0,2025/11/27,cash
283,1002072,90180,淘宝,288,288,288.0,0.0,N,,False,0.0,2025/11/27,nan
284,1002880,90144,拼多多,375,375,375.0,0.0,N,,False,0.0,2025/11/27,nan
285,1001799,90100,拼多多,334,334,334.0,0.0,N,,False,0.0,2025/11/27,nan
286,1000579,90087,拼多多,339,271,271.0,0.0,N,,True,0.2,2025/11/27,nan
287,1000207,90042,拼多多,91,91,91.0,0.0,N,,False,0.0,2025/11/27,nan
288,1000710,90161,淘宝,392,392,352.8,0.9,Y,CP00000489,False,0.0,2025/11/27,discount
289,1002000,90155,拼多多,428,428,428.0,0.0,N,,False,0.0,2025/11/28,nan
290,1002881,90082,淘宝,371,371,371.0,0.0,N,,False,0.0,2025/11/28,nan
291,1002117,90158,拼多多,82,82,82.0,0.0,N,,False,0.0,2025/11/28,nan
292,1002960,90191,拼多多,243,170,170.0,0.0,N,,True,0.3,2025/11/28,nan
293,1001070,90130,淘宝,65,52,52.0,0.0,N,,True,0.2,2025/11/28,nan
294,1000559,90109,拼多多,400,400,400.0,0.0,N,,False,0.0,2025/11/28,nan
295,1000938,90115,拼多多,362,362,362.0,0.0,N,,False,0.0,2025/11/28,nan
296,1001419,90131,淘宝,403,403,403.0,0.0,N,,False,0.0,2025/11/28,nan
