user_id,app_page,action_type,duration,time_spent,device_type,location,action_time
1084,search_page,click,31,524,tablet,Guangzhou,2024-06-12 12:10:00
1156,product_page,click,49,518,mobile,Beijing,2024-04-09 19:42:22
1132,search_page,scroll,58,664,tablet,Guangzhou,2024-02-17 00:34:08
1037,search_page,click,54,833,desktop,Guangzhou,2024-01-14 06:48:25
1049,home_page,input,25,448,mobile,Shanghai,2024-02-11 11:58:01
1198,search_page,input,29,393,desktop,Chengdu,2024-01-18 21:09:35
1180,search_page,scroll,53,12,tablet,Guangzhou,2024-11-11 01:28:39
1089,product_page,input,30,368,tablet,Guangzhou,2024-07-16 05:36:12
1017,home_page,click,56,715,desktop,Chengdu,2024-12-05 11:01:54
1052,home_page,scroll,8,284,mobile,Guangzhou,2024-05-13 00:51:36
1195,search_page,click,53,707,tablet,Shanghai,2024-09-18 21:45:33
1041,search_page,input,24,811,tablet,Shanghai,2024-09-10 14:55:01
1103,search_page,input,54,411,desktop,Guangzhou,2024-10-21 05:36:05
1135,product_page,input,34,386,mobile,Shanghai,2024-06-11 17:08:05
1059,product_page,scroll,11,517,desktop,Beijing,2024-03-21 17:52:30
1031,product_page,scroll,21,513,tablet,Chengdu,2024-01-31 18:12:29
1003,product_page,input,58,493,mobile,Shenzhen,2024-10-20 14:20:07
1086,product_page,scroll,49,366,mobile,Guangzhou,2024-12-08 00:39:23
1123,product_page,click,31,283,tablet,Shanghai,2024-12-12 01:09:15
1120,search_page,scroll,18,852,tablet,Guangzhou,2024-12-25 02:10:15
1090,search_page,input,43,803,desktop,Beijing,2024-08-27 01:19:23
1070,search_page,click,15,484,tablet,Beijing,2024-09-15 02:24:56
1154,product_page,click,47,162,mobile,Beijing,2024-02-17 22:25:47
1089,home_page,scroll,14,682,tablet,Chengdu,2024-05-27 06:02:58
1004,product_page,input,41,786,tablet,Chengdu,2024-10-07 00:02:37
1026,product_page,click,18,340,tablet,Guangzhou,2024-08-10 10:44:02
1185,search_page,scroll,52,19,tablet,Guangzhou,2024-12-28 07:47:09
1078,home_page,input,57,898,desktop,Chengdu,2024-07-02 08:12:11
1023,product_page,click,47,687,mobile,Guangzhou,2024-03-22 00:48:58
1128,search_page,input,57,121,tablet,Shanghai,2024-06-16 22:46:26
1138,product_page,click,43,832,tablet,Shanghai,2024-07-03 13:10:33
1129,product_page,input,37,341,desktop,Chengdu,2024-11-30 07:07:53
1034,search_page,click,57,980,desktop,Shenzhen,2024-06-04 21:28:03
1183,home_page,click,51,199,mobile,Shanghai,2024-04-21 05:11:37
1047,product_page,input,11,24,mobile,Beijing,2024-08-15 22:25:56
1155,home_page,scroll,56,601,desktop,Shenzhen,2024-11-14 20:59:54
1018,search_page,click,58,278,tablet,Beijing,2024-10-29 08:03:32
1067,home_page,input,3,709,desktop,Chengdu,2024-10-12 12:06:01
1074,home_page,scroll,36,412,desktop,Shenzhen,2024-11-05 02:24:06
1041,product_page,scroll,48,450,desktop,Shenzhen,2024-06-25 22:23:26
1139,home_page,input,56,175,tablet,Beijing,2024-09-08 20:44:53
1101,home_page,click,25,251,mobile,Guangzhou,2024-02-27 18:37:51
1049,search_page,click,14,252,tablet,Shanghai,2024-01-02 19:14:56
1134,product_page,click,23,105,mobile,Chengdu,2024-03-07 12:25:37
1073,search_page,input,53,108,mobile,Shenzhen,2024-07-26 00:00:47
1108,home_page,click,53,9,desktop,Beijing,2024-08-22 19:05:33
1088,search_page,input,58,326,mobile,Shanghai,2024-10-18 20:11:57
1078,product_page,scroll,16,226,desktop,Shanghai,2024-11-29 05:41:05
1006,home_page,click,27,616,mobile,Beijing,2024-08-06 23:56:38
1004,home_page,click,26,303,tablet,Shanghai,2024-12-22 09:21:11
1046,home_page,scroll,21,19,tablet,Shenzhen,2024-01-29 19:05:29
1112,product_page,input,48,117,desktop,Shanghai,2024-06-22 02:29:54
1066,home_page,scroll,30,146,tablet,Chengdu,2024-11-18 03:18:13
1020,home_page,input,39,976,mobile,Guangzhou,2024-05-14 17:42:23
1170,product_page,scroll,44,987,desktop,Shanghai,2024-05-31 18:04:05
1096,home_page,input,50,717,mobile,Beijing,2024-09-06 19:25:20
1021,home_page,scroll,57,495,tablet,Guangzhou,2024-12-16 10:22:16
1088,search_page,click,24,134,tablet,Chengdu,2024-06-07 13:29:39
1004,product_page,input,46,324,mobile,Shenzhen,2024-01-31 10:05:50
1154,product_page,input,4,364,mobile,Shenzhen,2024-01-27 10:36:28
1150,product_page,click,13,743,tablet,Chengdu,2024-02-06 14:31:10
1034,product_page,scroll,58,193,desktop,Chengdu,2024-06-22 19:35:12
1053,search_page,input,13,680,mobile,Shanghai,2024-06-20 16:32:34
1186,home_page,scroll,34,763,desktop,Beijing,2024-05-29 06:05:22
1030,search_page,scroll,31,66,desktop,Shenzhen,2024-07-18 12:02:32
1006,home_page,input,25,162,mobile,Shanghai,2024-07-16 13:56:43
1169,search_page,click,28,63,tablet,Chengdu,2024-11-02 21:26:31
1132,search_page,scroll,52,19,tablet,Shenzhen,2024-07-22 13:08:08
1135,home_page,click,5,567,tablet,Shenzhen,2024-03-11 19:27:11
1168,home_page,scroll,28,170,tablet,Guangzhou,2024-11-03 14:05:37
1084,product_page,scroll,2,200,mobile,Chengdu,2024-10-06 18:48:35
1161,home_page,click,50,227,desktop,Beijing,2024-08-27 16:27:09
1146,product_page,scroll,57,885,desktop,Shenzhen,2024-12-28 14:27:50
1109,product_page,scroll,4,200,desktop,Chengdu,2024-04-15 12:27:43
1040,product_page,click,59,412,tablet,Chengdu,2024-02-21 04:58:35
1029,search_page,input,48,785,mobile,Shanghai,2024-09-16 04:08:42
1100,product_page,scroll,32,570,mobile,Guangzhou,2024-08-04 20:55:10
1168,home_page,input,49,610,mobile,Shanghai,2024-06-23 00:00:41
1047,search_page,scroll,57,771,tablet,Shenzhen,2024-06-23 10:24:46
1144,search_page,scroll,30,511,mobile,Shenzhen,2024-12-20 23:16:32
1147,product_page,click,31,365,desktop,Beijing,2024-03-04 12:29:34
1021,product_page,scroll,45,680,desktop,Beijing,2024-11-25 09:54:46
1166,home_page,click,11,831,tablet,Beijing,2024-07-21 23:06:41
1111,home_page,input,1,413,tablet,Shenzhen,2024-06-04 19:48:49
1077,product_page,scroll,5,618,mobile,Shanghai,2024-06-28 21:41:25
1094,product_page,scroll,50,998,tablet,Shenzhen,2024-08-08 06:35:16
1136,home_page,click,10,812,desktop,Shenzhen,2024-06-03 23:34:09
1126,search_page,input,57,273,tablet,Chengdu,2024-10-03 23:54:11
1124,search_page,input,19,446,desktop,Shenzhen,2024-09-23 19:57:46
1165,search_page,input,41,428,desktop,Shenzhen,2024-03-25 18:26:06
1037,home_page,click,34,577,tablet,Shenzhen,2024-08-04 08:38:58
1034,search_page,input,38,513,mobile,Shanghai,2024-07-13 08:59:17
1010,product_page,click,50,649,mobile,Guangzhou,2024-11-15 18:18:40
1174,home_page,scroll,7,840,desktop,Shanghai,2024-02-24 18:22:00
1081,home_page,scroll,4,922,desktop,Beijing,2024-11-29 23:34:30
1019,home_page,scroll,21,951,desktop,Beijing,2024-05-31 02:09:52
1187,search_page,input,8,80,desktop,Guangzhou,2024-03-23 07:00:12
1101,home_page,click,19,844,tablet,Shenzhen,2024-03-28 18:22:43
1035,search_page,scroll,25,686,desktop,Shenzhen,2024-12-01 08:44:00
1049,home_page,input,47,334,tablet,Chengdu,2024-08-05 09:36:19
1060,home_page,click,12,357,desktop,Shanghai,2024-05-15 09:12:14
1026,home_page,input,25,788,desktop,Beijing,2024-08-29 19:37:00
1115,product_page,scroll,55,367,desktop,Chengdu,2024-11-02 22:53:13
1119,search_page,scroll,49,353,desktop,Shenzhen,2024-03-19 18:18:48
1055,product_page,input,52,799,tablet,Chengdu,2024-01-25 04:05:07
1051,product_page,input,35,893,tablet,Shanghai,2024-05-12 05:44:07
1118,product_page,click,8,262,mobile,Shenzhen,2024-06-29 01:54:12
1018,search_page,scroll,20,611,desktop,Chengdu,2024-08-26 14:57:36
1044,product_page,input,36,995,desktop,Guangzhou,2024-04-16 09:17:04
1141,home_page,input,31,79,mobile,Guangzhou,2024-07-04 21:10:18
1054,search_page,input,19,106,mobile,Shenzhen,2024-11-07 10:14:50
1173,home_page,input,13,384,desktop,Beijing,2024-04-05 00:04:31
1181,product_page,click,24,469,mobile,Beijing,2024-05-13 09:15:04
1053,product_page,input,17,285,desktop,Beijing,2024-08-06 13:45:47
1030,home_page,scroll,55,101,tablet,Beijing,2024-05-19 07:28:43
1102,search_page,click,26,525,tablet,Beijing,2024-12-17 09:49:51
1083,product_page,click,29,972,mobile,Guangzhou,2024-09-04 17:42:43
1059,product_page,scroll,3,933,tablet,Chengdu,2024-03-10 00:27:17
1024,search_page,scroll,39,51,desktop,Chengdu,2024-03-10 22:28:16
1076,product_page,input,47,292,mobile,Beijing,2024-08-04 20:43:55
1126,search_page,input,33,210,mobile,Shenzhen,2024-10-26 20:02:53
1055,product_page,input,56,611,desktop,Shanghai,2024-07-23 05:14:29
1107,search_page,click,28,271,tablet,Shanghai,2024-02-11 13:31:48
1182,home_page,scroll,12,88,desktop,Shenzhen,2024-09-19 18:17:44
1126,search_page,input,48,357,tablet,Shanghai,2024-08-11 11:46:32
1121,home_page,input,40,735,mobile,Chengdu,2024-04-27 18:09:33
1048,search_page,click,46,218,mobile,Shenzhen,2024-08-24 18:10:02
1170,product_page,scroll,18,107,mobile,Guangzhou,2024-05-20 11:56:25
1106,home_page,click,22,241,tablet,Beijing,2024-02-18 03:57:14
1069,product_page,scroll,45,111,tablet,Guangzhou,2024-03-09 04:12:41
1193,product_page,scroll,39,751,tablet,Shenzhen,2024-02-18 21:58:00
1120,home_page,click,58,920,tablet,Shenzhen,2024-12-24 03:21:07
1001,product_page,scroll,20,53,tablet,Guangzhou,2024-05-12 17:06:07
1154,home_page,click,56,689,mobile,Guangzhou,2024-07-31 11:58:48
1152,product_page,scroll,33,882,mobile,Chengdu,2024-05-14 13:50:05
1016,home_page,input,1,49,tablet,Beijing,2024-12-03 18:35:45
1162,home_page,scroll,24,858,tablet,Shanghai,2024-04-21 00:30:55
1096,search_page,input,18,388,desktop,Beijing,2024-03-21 20:06:17
1049,home_page,input,48,398,mobile,Guangzhou,2024-04-23 09:17:41
1008,home_page,scroll,12,888,tablet,Shenzhen,2024-06-13 12:58:09
1057,product_page,scroll,15,56,tablet,Shanghai,2024-11-19 22:50:17
1104,home_page,click,2,225,tablet,Shanghai,2024-12-01 13:39:32
1105,home_page,input,52,186,desktop,Chengdu,2024-11-14 13:04:10
1174,product_page,click,4,511,tablet,Shenzhen,2024-06-13 10:57:37
1183,home_page,click,52,656,mobile,Chengdu,2024-01-20 12:56:07
1157,product_page,scroll,54,424,mobile,Beijing,2024-10-20 21:32:19
1059,product_page,click,21,215,tablet,Shanghai,2024-04-01 19:20:44
1151,search_page,scroll,2,953,mobile,Beijing,2024-05-02 08:37:39
1172,home_page,input,13,717,tablet,Shanghai,2024-01-22 11:22:46
1018,home_page,input,54,167,desktop,Shenzhen,2024-10-17 22:47:15
1156,product_page,input,27,977,tablet,Shanghai,2024-08-20 16:08:57
1126,product_page,input,33,695,desktop,Beijing,2024-10-22 07:23:32
1096,search_page,click,43,143,tablet,Chengdu,2024-04-02 11:46:45
1114,product_page,click,32,873,mobile,Chengdu,2024-10-22 11:45:41
1161,search_page,input,32,951,tablet,Shanghai,2024-08-28 20:24:21
1163,home_page,scroll,56,495,mobile,Beijing,2024-01-02 22:02:09
1146,search_page,click,41,260,mobile,Shanghai,2024-09-01 05:43:56
1017,product_page,scroll,56,208,desktop,Chengdu,2024-11-07 03:06:46
1026,home_page,input,50,706,mobile,Shanghai,2024-02-01 05:56:11
1168,product_page,input,58,3,desktop,Shanghai,2024-07-16 10:45:21
1069,product_page,click,60,803,mobile,Shenzhen,2024-08-07 23:36:47
1098,search_page,scroll,38,323,mobile,Beijing,2024-01-01 06:17:29
1196,search_page,click,41,797,desktop,Guangzhou,2024-03-03 08:50:28
1085,home_page,scroll,35,709,mobile,Chengdu,2024-06-01 10:58:04
1158,home_page,scroll,13,237,desktop,Guangzhou,2024-04-11 00:54:20
1187,search_page,input,36,12,desktop,Chengdu,2024-10-19 04:28:41
1036,product_page,scroll,26,98,tablet,Chengdu,2024-04-05 06:41:25
1043,search_page,input,56,943,mobile,Chengdu,2024-01-09 21:23:39
1054,product_page,scroll,13,647,mobile,Shenzhen,2024-04-16 11:52:56
1192,home_page,scroll,57,421,desktop,Shanghai,2024-01-22 03:50:04
1106,search_page,scroll,25,269,tablet,Guangzhou,2024-07-23 17:08:30
1137,home_page,scroll,14,378,mobile,Chengdu,2024-11-22 08:57:06
1061,search_page,input,52,307,desktop,Shanghai,2024-06-08 11:20:47
1114,home_page,click,51,952,mobile,Chengdu,2024-02-01 05:04:11
1152,home_page,input,54,204,desktop,Beijing,2024-12-17 03:20:00
1161,search_page,scroll,41,201,tablet,Shenzhen,2024-12-07 23:10:59
1020,product_page,click,59,812,mobile,Chengdu,2024-05-31 16:31:26
1097,product_page,click,40,917,mobile,Guangzhou,2024-12-07 20:36:07
1047,search_page,input,52,232,tablet,Shanghai,2024-03-17 23:21:30
1136,product_page,scroll,42,818,tablet,Chengdu,2024-02-16 20:14:49
1012,home_page,input,18,344,mobile,Beijing,2024-06-11 09:10:22
1128,product_page,scroll,32,887,mobile,Shanghai,2024-02-01 06:55:51
1146,home_page,click,60,711,tablet,Beijing,2024-02-05 20:09:45
1024,search_page,click,37,353,desktop,Shenzhen,2024-05-18 19:27:34
1183,product_page,scroll,15,870,mobile,Shenzhen,2024-10-21 00:12:27
1032,search_page,input,12,323,tablet,Beijing,2024-06-02 09:59:38
1030,search_page,click,20,915,tablet,Shenzhen,2024-01-13 04:57:24
1128,search_page,scroll,18,492,tablet,Chengdu,2024-12-30 22:08:19
1005,search_page,scroll,28,956,desktop,Guangzhou,2024-05-18 21:58:07
1112,search_page,scroll,41,846,mobile,Chengdu,2024-10-17 12:54:56
1081,home_page,scroll,25,784,desktop,Beijing,2024-01-31 12:01:52
1030,home_page,click,23,734,mobile,Guangzhou,2024-07-27 02:27:25
1143,search_page,scroll,17,482,mobile,Guangzhou,2024-01-09 01:11:06
1104,search_page,scroll,14,899,desktop,Beijing,2024-04-12 23:55:41
1008,search_page,input,25,552,desktop,Guangzhou,2024-01-26 03:54:48
1038,home_page,input,21,88,desktop,Beijing,2024-02-05 20:19:00
1115,product_page,scroll,37,855,tablet,Chengdu,2024-03-01 15:55:36
1036,search_page,click,13,337,mobile,Shenzhen,2024-09-19 07:53:51
1011,home_page,click,49,65,desktop,Guangzhou,2024-05-03 02:41:29
1153,home_page,click,58,863,tablet,Guangzhou,2024-06-02 23:35:55
1164,product_page,click,42,762,desktop,Chengdu,2024-03-25 11:43:58
1177,search_page,click,21,132,mobile,Guangzhou,2024-11-12 17:38:33
1119,product_page,input,29,673,mobile,Chengdu,2024-11-21 04:09:56
1067,home_page,input,17,868,desktop,Beijing,2024-11-30 12:08:19
1044,home_page,input,23,49,tablet,Guangzhou,2024-06-14 12:57:34
1126,search_page,scroll,8,211,mobile,Shenzhen,2024-02-17 21:39:25
1124,home_page,input,48,646,desktop,Chengdu,2024-06-11 08:45:45
1090,search_page,click,43,294,desktop,Guangzhou,2024-07-02 22:59:04
1130,product_page,scroll,57,814,mobile,Chengdu,2024-07-14 00:44:06
1170,search_page,input,9,434,desktop,Chengdu,2024-09-12 18:52:59
1004,product_page,input,46,659,desktop,Shanghai,2024-03-16 05:19:09
1152,search_page,scroll,42,659,desktop,Shanghai,2024-07-20 14:28:11
1167,product_page,scroll,2,209,tablet,Chengdu,2024-06-30 11:34:57
1002,home_page,scroll,9,481,tablet,Shenzhen,2024-04-21 05:38:58
1084,product_page,scroll,20,626,mobile,Chengdu,2024-03-08 19:43:55
1151,home_page,input,49,646,mobile,Guangzhou,2024-04-26 16:26:10
1068,product_page,scroll,44,878,desktop,Shenzhen,2024-12-23 04:22:21
1043,home_page,click,36,674,tablet,Beijing,2024-09-30 20:42:01
1065,home_page,scroll,39,542,mobile,Shanghai,2024-05-10 00:30:36
1184,product_page,input,15,246,tablet,Beijing,2024-01-04 11:24:34
1156,product_page,input,59,893,mobile,Shenzhen,2024-05-17 17:03:10
1181,search_page,input,13,580,desktop,Beijing,2024-06-21 00:40:34
1077,home_page,input,7,756,tablet,Guangzhou,2024-11-16 06:06:58
1071,product_page,scroll,3,666,mobile,Beijing,2024-05-06 20:19:18
1165,product_page,click,46,209,mobile,Chengdu,2024-01-21 17:13:50
1058,home_page,scroll,43,456,desktop,Shenzhen,2024-12-23 06:28:23
1039,search_page,input,24,287,tablet,Guangzhou,2024-07-21 22:20:52
1137,search_page,click,49,697,desktop,Guangzhou,2024-03-20 15:12:23
1094,search_page,input,58,42,desktop,Guangzhou,2024-04-30 19:05:21
1042,search_page,scroll,23,963,tablet,Chengdu,2024-09-01 22:58:54
1024,home_page,scroll,21,970,desktop,Chengdu,2024-07-29 12:37:16
1107,product_page,click,15,395,mobile,Beijing,2024-11-11 00:09:11
1004,search_page,click,55,609,mobile,Chengdu,2024-03-31 15:11:58
1137,home_page,scroll,45,111,desktop,Chengdu,2024-07-20 09:48:41
1173,home_page,input,25,582,tablet,Shenzhen,2024-07-30 20:23:05
1160,home_page,input,9,135,mobile,Shanghai,2024-12-08 13:26:09
1160,product_page,input,36,508,tablet,Chengdu,2024-08-10 12:15:05
1014,search_page,click,9,198,mobile,Shenzhen,2024-08-28 17:21:02
1029,home_page,input,47,790,tablet,Beijing,2024-10-24 04:11:25
1004,home_page,scroll,21,346,desktop,Shenzhen,2024-04-08 07:45:26
1058,home_page,click,48,186,desktop,Guangzhou,2024-12-08 14:21:11
1137,search_page,input,52,167,mobile,Chengdu,2024-03-20 01:36:49
1199,product_page,scroll,3,10,mobile,Chengdu,2024-09-10 19:20:40
1189,search_page,scroll,6,321,tablet,Shanghai,2024-02-12 20:47:59
1141,search_page,click,13,61,desktop,Shenzhen,2024-09-28 20:26:55
1134,product_page,click,9,147,mobile,Guangzhou,2024-05-13 12:12:41
1076,home_page,input,56,789,desktop,Guangzhou,2024-03-06 00:54:19
1189,search_page,click,38,307,tablet,Chengdu,2024-08-19 11:06:53
1114,product_page,input,46,972,desktop,Shanghai,2024-02-29 04:12:08
1055,product_page,scroll,4,641,mobile,Shenzhen,2024-05-09 05:46:17
1178,search_page,scroll,32,74,tablet,Chengdu,2024-11-16 17:52:44
1003,search_page,scroll,30,786,desktop,Chengdu,2024-03-12 03:21:43
1155,product_page,click,12,906,mobile,Beijing,2024-09-29 04:48:27
1068,home_page,input,50,581,desktop,Shanghai,2024-07-28 19:36:13
1060,search_page,input,43,547,desktop,Shenzhen,2024-10-20 16:20:50
1002,home_page,click,39,92,desktop,Beijing,2024-10-25 16:02:07
1192,search_page,click,55,277,mobile,Shanghai,2024-08-21 21:28:29
1151,search_page,click,46,72,desktop,Shanghai,2024-06-18 21:46:52
1178,product_page,click,40,685,tablet,Guangzhou,2024-05-21 03:00:06
1100,home_page,input,4,567,tablet,Beijing,2024-07-31 20:56:29
1021,product_page,click,31,278,tablet,Guangzhou,2024-06-30 16:48:51
1073,product_page,click,39,234,desktop,Shenzhen,2024-02-09 06:36:36
1041,search_page,scroll,42,505,mobile,Beijing,2024-11-03 11:19:15
1153,search_page,scroll,57,408,mobile,Shenzhen,2024-09-30 14:20:50
1175,search_page,click,35,532,mobile,Shanghai,2024-10-27 05:59:54
1028,home_page,click,52,38,tablet,Guangzhou,2024-07-29 08:05:38
1045,home_page,scroll,22,229,tablet,Shanghai,2024-06-06 14:05:46
1177,search_page,scroll,45,4,desktop,Chengdu,2024-02-26 08:51:32
1115,home_page,input,40,697,mobile,Guangzhou,2024-02-27 20:20:29
1133,home_page,click,6,757,tablet,Beijing,2024-01-09 14:22:58
1152,search_page,input,42,425,mobile,Chengdu,2024-12-14 18:49:24
1082,home_page,input,37,619,desktop,Chengdu,2024-08-17 22:28:46
1073,product_page,input,41,344,tablet,Beijing,2024-05-15 17:34:54
1037,search_page,input,41,186,mobile,Chengdu,2024-06-11 06:23:59
1196,product_page,input,42,270,desktop,Shenzhen,2024-08-07 00:46:12
1014,product_page,click,20,516,tablet,Beijing,2024-06-24 17:28:23
1096,product_page,input,50,257,mobile,Beijing,2024-04-02 06:56:43
1143,product_page,input,25,108,tablet,Chengdu,2024-02-28 05:36:21
1070,search_page,input,17,379,mobile,Shenzhen,2024-01-08 11:39:19
1032,product_page,click,22,658,desktop,Guangzhou,2024-01-06 20:54:46
1110,search_page,input,31,535,tablet,Shenzhen,2024-08-12 04:22:46
1139,product_page,scroll,38,582,mobile,Shanghai,2024-12-25 11:59:03
1001,product_page,scroll,33,203,tablet,Shanghai,2024-05-26 02:17:19
1119,product_page,scroll,48,681,mobile,Guangzhou,2024-05-16 21:00:48
1159,search_page,input,13,18,tablet,Beijing,2024-03-21 07:01:44
1075,product_page,input,8,980,tablet,Guangzhou,2024-08-15 10:22:22
1196,product_page,click,42,528,mobile,Beijing,2024-02-25 15:45:03
1068,search_page,scroll,21,596,desktop,Shanghai,2024-02-17 08:35:05
1107,home_page,scroll,6,27,desktop,Beijing,2024-08-18 18:35:42
1017,home_page,click,40,958,tablet,Shanghai,2024-10-31 02:53:27
1084,home_page,input,26,197,tablet,Shanghai,2024-10-19 15:44:53
1057,home_page,click,50,909,tablet,Guangzhou,2024-05-16 15:31:18
1114,home_page,input,58,280,mobile,Guangzhou,2024-08-09 16:18:02
1131,product_page,input,37,833,desktop,Shanghai,2024-05-27 12:50:03
1183,search_page,click,52,733,desktop,Chengdu,2024-08-13 19:01:49
1159,home_page,input,34,882,tablet,Beijing,2024-05-27 11:50:47
1085,home_page,scroll,40,431,tablet,Beijing,2024-11-16 20:02:26
1063,search_page,input,19,247,mobile,Shanghai,2024-10-13 08:46:21
1034,search_page,click,36,258,tablet,Guangzhou,2024-09-20 09:35:29
1080,product_page,click,13,272,desktop,Shanghai,2024-12-09 05:38:31
1046,product_page,click,58,601,mobile,Shenzhen,2024-10-18 02:56:18
1153,search_page,scroll,44,69,tablet,Beijing,2024-10-24 02:29:56
1071,search_page,click,16,390,mobile,Guangzhou,2024-06-13 13:46:34
1146,home_page,input,44,327,mobile,Guangzhou,2024-10-05 13:14:27
1170,search_page,scroll,43,12,desktop,Shenzhen,2024-11-09 17:36:54
1132,home_page,input,48,962,tablet,Guangzhou,2024-02-29 11:44:09
1003,product_page,input,3,778,mobile,Guangzhou,2024-06-19 02:38:39
1122,search_page,input,17,860,mobile,Beijing,2024-04-15 20:11:10
